Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01506E+12,42152,42143,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink; Jewelry & Watches,0,Deny
2.01506E+12,42153,42106,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming,74.27,Approve in Full
2.01506E+12,42158,42146,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
2.01506E+12,42158,42120,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,100,Approve in Full
2.01506E+12,42160,42149,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01506E+12,42160,42134,CLT,Charlotte/Douglas International Airport,Jet Blue,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01506E+12,42160,42158,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming,239.08,Approve in Full
2.01506E+12,42163,42148,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Medical/Science; Other,0,Deny
2.01506E+12,42163,42150,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01506E+12,42163,42093,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Home Decor; Home Decor; Household Items,0,Deny
2.01506E+12,42164,42124,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,305,Approve in Full
2.01506E+12,42167,42127,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,599,Approve in Full
2.01506E+12,42170,42160,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01506E+12,42172,42142,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,90.22,Settle
2.01507E+12,42174,42121,CLT,Charlotte/Douglas International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,150,Approve in Full
2.01507E+12,42184,42179,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Accessories; Personal Accessories,0,Deny
2.01507E+12,42194,42180,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Personal Electronics,74.19,Approve in Full
2.01507E+12,42198,42195,CLT,Charlotte/Douglas International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01507E+12,42199,42194,CLT,Charlotte/Douglas International Airport,-,Property Damage,Checkpoint,Clothing,0,Deny
2.01507E+12,42200,42177,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny
2.01507E+12,42202,42189,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,299,Approve in Full
2.01507E+12,42205,42144,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Travel Accessories,0,Deny
2.01508E+12,42205,42169,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,29.99,Approve in Full
2.01508E+12,42205,42200,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Baggage/Cases/Purses,454.51,Approve in Full
2.01507E+12,42208,42196,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01507E+12,42212,42190,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01508E+12,42215,42154,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2.01508E+12,42215,42210,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01508E+12,42219,42201,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,130,Approve in Full
2.01508E+12,42222,42217,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Other,0,Deny
2.01508E+12,42234,42043,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
2.01508E+12,42236,42207,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Medical/Science,0,Deny
2.01508E+12,42237,42214,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01509E+12,42241,42237,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink; Food & Drink,0,Deny
2.01509E+12,42242,42235,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,"Books, Magazines & Other",36,Approve in Full
2.01509E+12,42244,42210,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,65,Approve in Full
2.01509E+12,42247,42229,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01509E+12,42247,42232,CLT,Charlotte/Douglas International Airport,British Airways  ,Property Damage,Checked Baggage,Other,0,Deny
2.01509E+12,42255,42137,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Baggage/Cases/Purses,100,Approve in Full
2.01509E+12,42262,42244,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Household Items,40,Approve in Full
2.0151E+12,42263,42248,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Personal Electronics,49.99,Approve in Full
2.01509E+12,42264,42258,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny
2.0151E+12,42269,42236,CLT,Charlotte/Douglas International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,-,-,-
2.0151E+12,42271,42189,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checkpoint,Food & Drink,0,Deny
2.0151E+12,42272,42251,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
2.0151E+12,42276,42266,CLT,Charlotte/Douglas International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Clothing,49.99,Approve in Full
2.0151E+12,42278,42261,CLT,Charlotte/Douglas International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,15,Approve in Full
2.0151E+12,42279,42279,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2.0151E+12,42290,42278,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Clothing,0,Deny
2.01511E+12,42293,42272,CLT,Charlotte/Douglas International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
2.01511E+12,42296,42271,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,227.64,Approve in Full
2.01511E+12,42296,42282,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cameras; Jewelry & Watches,0,Deny
2.01511E+12,42296,42267,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Cosmetics & Grooming,0,Deny
2.01511E+12,42297,42295,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01511E+12,42303,42295,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,89,Approve in Full
2.01511E+12,42303,42278,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.01511E+12,42304,42285,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Travel Accessories,79.95,Approve in Full
2.01511E+12,42305,42298,CLT,Charlotte/Douglas International Airport,-,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01511E+12,42305,42296,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,62.99,Approve in Full
2.01511E+12,42311,42293,CLT,Charlotte/Douglas International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2.01511E+12,42311,42305,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01511E+12,42314,42289,CLT,Charlotte/Douglas International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,79.99,Approve in Full
2.01511E+12,42321,42251,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01512E+12,42324,42312,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Other,-,-
2.01512E+12,42326,42315,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,-,-
2.01512E+12,42331,42328,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.01512E+12,42341,42266,CLT,Charlotte/Douglas International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01512E+12,42342,42328,CLT,Charlotte/Douglas International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video; Jewelry & Watches,-,-
2.01512E+12,42348,42330,CLT,Charlotte/Douglas International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,-,-
2.01512E+12,42353,42344,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,-,-
2.01512E+12,42356,42013,CLT,Charlotte/Douglas International Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01601E+12,42359,42336,CLT,Charlotte/Douglas International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01601E+12,42359,42351,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Travel Accessories,-,-
2.01601E+12,42360,42358,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Clothing,-,-
2.01601E+12,42361,42331,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01601E+12,42362,42312,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01501E+12,42024,42018,CMH,Port Columbus International,USAir  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01501E+12,42024,41854,CMH,Port Columbus International,UAL  ,Property Damage,Checked Baggage,Computer & Accessories; Home Decor,0,Deny
2.01501E+12,42024,42004,CMH,Port Columbus International,USAir  ,Property Damage,Checkpoint,Clothing,95,Approve in Full
2.01501E+12,42027,41973,CMH,Port Columbus International,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Food & Drink; Jewelry & Watches,320,Approve in Full
2.01503E+12,42074,42057,CMH,Port Columbus International,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2.01503E+12,42093,42027,CMH,Port Columbus International,-,Passenger Property Loss,Checked Baggage,Other,-,-
2.01503E+12,42093,41955,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01504E+12,42102,41955,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01504E+12,42108,42094,CMH,Port Columbus International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Computer & Accessories; Other; Personal Electronics; Personal Electronics,0,Deny
2.01504E+12,42114,42095,CMH,Port Columbus International,-,Property Damage,Checkpoint,Personal Accessories,160,Approve in Full
2.01504E+12,42114,42038,CMH,Port Columbus International,American Airlines  ,Property Damage,Checkpoint,Medical/Science,75.08,Approve in Full
2.01505E+12,42129,42062,CMH,Port Columbus International,USAir  ,Property Damage,Checked Baggage,Other,143.99,Approve in Full
2.01505E+12,42145,42142,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01505E+12,42150,42120,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01506E+12,42157,42142,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01506E+12,42159,42147,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,25,Approve in Full
2.01506E+12,42163,42126,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01506E+12,42165,42137,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01506E+12,42173,42166,CMH,Port Columbus International,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01506E+12,42177,42171,CMH,Port Columbus International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01506E+12,42180,42169,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01506E+12,42185,42173,CMH,Port Columbus International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01507E+12,42200,42187,CMH,Port Columbus International,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Food & Drink; Food & Drink; Food & Drink; Food & Drink; Medical/Science,0,Deny
2.01507E+12,42207,42206,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
2.01507E+12,42213,42169,CMH,Port Columbus International,-,Personal Injury,Checkpoint,Audio/Video; Cameras; Cameras; Computer & Accessories; Jewelry & Watches,-,-
2.01508E+12,42222,42199,CMH,Port Columbus International,UAL  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01508E+12,42223,42220,CMH,Port Columbus International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science,0,Deny
2.01508E+12,42228,42050,CMH,Port Columbus International,Southwest Airlines  ,Personal Injury,Checkpoint,-,-,-
2.01509E+12,42243,42240,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,335.27,Settle
2.01509E+12,42251,42250,CMH,Port Columbus International,-,Property Damage,Checked Baggage,Audio/Video,0,Deny
2.0151E+12,42285,42267,CMH,Port Columbus International,USAir  ,Passenger Property Loss,Checked Baggage,Audio/Video; Audio/Video; Cameras; Computer & Accessories; Food & Drink; Personal Electronics,0,Deny
2.0151E+12,42290,42285,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
2.0151E+12,42290,42271,CMH,Port Columbus International,UAL  ,Property Damage,Checked Baggage,Clothing,150,Approve in Full
2.01511E+12,42292,42216,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,52.49,Approve in Full
2.01511E+12,42296,42280,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01511E+12,42299,42292,CMH,Port Columbus International,American Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
2.01511E+12,42305,42287,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01511E+12,42305,42304,CMH,Port Columbus International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01511E+12,42310,42303,CMH,Port Columbus International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,99.99,Approve in Full
2.01511E+12,42313,42286,CMH,Port Columbus International,USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01512E+12,42320,42183,CMH,Port Columbus International,-,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01502E+12,42046,42030,CMI,University of Illinois-Willard,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01511E+12,42300,42286,CMI,University of Illinois-Willard,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Medical/Science,-,-
2.01501E+12,42009,41946,CMX,Houghton County Memorial,UAL  ,Property Damage,Checkpoint,Baggage/Cases/Purses,16.15,Settle
2.01506E+12,42164,42156,COD,Yellowstone Regional,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Jewelry & Watches; Personal Electronics,0,Deny
2.01503E+12,42073,42051,COS,Colorado Springs Municipal,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,113.02,Settle
2.01504E+12,42109,42050,COS,Colorado Springs Municipal,UAL  ,Property Damage,Checked Baggage,-,0,Deny
